"Product ID";Imagen;Nombre;Referencia;Categoría;"Precio (imp. excl.)";"Precio (imp. incl.)";Cantidad;Estado;Posición
5189;https://tiendanaranja.com.py/10726/bebedero-tokyo-tokbe1634s-c-deposito-p-bidon-frio-caliente-520w-220v-50hz.jpg;"Bebedero Tokyo tokbe1634s c/deposito p/bidon frio caliente 520w 220v 50hz";EDTMTOKBE1634S;Inicio;1122727.272727;1235000;3;0
5193;https://tiendanaranja.com.py//bicicleta-spinning-evolution-fitness-sp2400.jpg;"BICICLETA SPINNING EVOLUTION FITNESS  SP2400";GIMEVSP2400;Indoor;0.000000;0;0;1
5239;https://tiendanaranja.com.py/10775/caminadores-evolution-fitness-evo4000-c-mp3-sd-usb-lcd-display.jpg;"CAMINADORES EVOLUTION FITNESS EVO4000 C/MP3/SD/USB/LCD DISPLAY";GIMEVO4000;Inicio;0.000000;0;0;1
5370;https://tiendanaranja.com.py/7550/congelador-tokyo-tcon520df-2-t-ciega.jpg;"Congelador Tokyo tcon520df 512 net 2 t/ciega";CGTCON520DF;Inicio;2950909.090909;3246000;3;0
5372;https://tiendanaranja.com.py/7552/congelador-tokyo-vertical-frio-humedo-6-cajones-neto-157-lts-220v-50hz.jpg;"Congelador Tokyo vertical frio humedo 5 cajones neto 157 lts 220v";CGTOK157L;Inicio;1840909.090909;2025000;3;0
5440;https://tiendanaranja.com.py/7620/evaporador-tokyo-cassette-f-c-24000btu-etfh18-c-24chr1-desc-horiz-220v-50hz.jpg;"Evaporador Tokyo cassette f/c 24000btu etfh18-c-24chr1 desc horiz 220v/50hz";AATOETFH18-C-24CHR1;Electrodomésticos;2924545.454545;3217000;3;0
5493;https://tiendanaranja.com.py/7674/exprimidor-tokyo-limon-40w-220v-50hz-cod-b92400232.jpg;"Exprimidor Tokyo limon 40w 220v/50hz cod b92400232";EDTELIMON;Electrodomésticos;85454.545455;94000;3;0
5542;https://tiendanaranja.com.py/7723/heladera-tokyo-mod-magna-hd-273-frio-humedoy-2puertas-blanca.jpg;"Heladera Tokyo mod magna hd-273 frio humedo  2puertas blanca";HETOKMMAGNA;Inicio;1324545.454545;1457000;3;0
5561;https://tiendanaranja.com.py/7742/hervidora-kitchenaid-5kek1722eer-empire-red-17l-panel-electronico.jpg;"Hervidora Kitchenaid 5kek1722eer empire red 1.7l panel electronico";GHKEK1722EER;"Hervidoras eléctricas";0.000000;0;0;1
5582;https://tiendanaranja.com.py/7763/horno-electrico-whirlpool-akp738ix-60l-inox-multifuncion-c-perillas.jpg;"Horno electrico Whirlpool akp738ix 60l inox multifuncion c/ perillas";COWHAKP738IX;Eléctricos;2767272.727273;3044000;3;0
5585;https://tiendanaranja.com.py/7766/horno-electrico-whirlpool-akzm756ixl-67l-inox-multifuncion.jpg;"Horno electrico Whirlpool akzm756ixl 67l inox multifuncion";COWHAKZM756IX;Eléctricos;4222727.272727;4645000;3;0
5605;https://tiendanaranja.com.py/7786/kit-cortador-de-pelo-remington-mod-tlg100-12pzas.jpg;"Kit cortador de pelo Remington mod tlg100 12pzas";EDRKCTLG100;Inicio;103636.363636;114000;3;0
5618;https://tiendanaranja.com.py/7799/lavarropas-automatica-tokyo-cecilia-mas-6kg-1000rpm.jpg;"LAVARROPAS AUTOMATICA TOKYO CECILIA MAS 6KG 1000RPM";EDTLSKCECILIAMAS6;"Carga frontal";0.000000;0;0;1
5625;https://tiendanaranja.com.py/7807/lavarropas-tokyo-automatica-carga-superior-clean-hiline-12kgs-220v-50hz.jpg;"LAVARROPAS TOKYO AUTOMATICA CARGA SUPERIOR CLEAN HILINE 12KGS 220V/50HZ";EDTLMTOK12CHILINE;Inicio;0.000000;0;0;1
5687;https://tiendanaranja.com.py/7870/licuadora-tokyo-licua-max-5-velocidades-500w-220v-50hz.jpg;"Licuadora Tokyo licua max 5 velocidades 500w 220v/50hz";EDTLMAX5;Inicio;173636.363636;191000;3;0
5706;https://tiendanaranja.com.py/7889/microondas-tokyo-mod-tok30n-30-ltrs-digital-c-grill-negro-220v-50hz.jpg;"Microondas Tokyo mod tok30n 30 ltrs digital c/grill negro 220v 50hz";EDTMTOK30NEW;Inicio;636363.636364;700000;3;0
5747;https://tiendanaranja.com.py/7932/olla-imusa-ad-20cm-tv-ir-mod-0127600.jpg;"Olla Imusa ad 20cm tv i+r mod 0127600";UTIO0127600;Inicio;111818.181818;123000;3;0
5748;https://tiendanaranja.com.py/7933/olla-imusa-ad-24cm-tv-ir-mod-127800.jpg;"Olla Imusa ad 24cm tv i+r mod 127800";UTIO0127800;Inicio;125454.545455;138000;3;0
5749;https://tiendanaranja.com.py/7934/olla-imusa-ad-24cm-46l-tv-talent-master-mod-0375100.jpg;"Olla Imusa ad 24cm 4.6l tv talent master mod 0375100";UTIO0375100;Inicio;132727.272727;146000;3;0
5750;https://tiendanaranja.com.py/7935/olla-imusa-caldero-af-26cm-yv-orig-n7-mod-8043500.jpg;"Olla Imusa caldero af 26cm yv orig n7 mod 8043500";UTIO8043500;Inicio;150000.000000;165000;3;0
5769;https://tiendanaranja.com.py/7954/pinza-para-rizos-remington-mod-ci-11a19-bivolt.jpg;"Pinza para rizos Remington mod ci-11a19 bivolt";EDRPCI11A19;Inicio;76363.636364;84000;3;0
5770;https://tiendanaranja.com.py//piscina-inflable-jilong-modelo-10204-marin-blue-6654-lts.jpg;"Piscina inflable Jilong modelo 10204 marin blue 6.654 lts";UTPIS10204;Inicio;355454.545455;391000;3;0
5775;https://tiendanaranja.com.py//piscina-inflable-jilong-modelo-17540-marin-blue-7820-lts.jpg;"Piscina inflable Jilong modelo 17540 marin blue 7.820 lts";UTPIS17540;Inicio;438181.818182;482000;3;0
5806;https://tiendanaranja.com.py//procesador-moulinex-fresh-express-3-en-1-mod-dj753500-dj753510-150-watts.jpg;"Procesador Moulinex fresh express 3 en 1 mod dj753500/dj753510 150 watts";EDXPFREXP;Inicio;306363.636364;337000;3;0
5830;https://tiendanaranja.com.py/8017/sarten-imusa-20cm-tv-talent-master-mod-0374600.jpg;"Sarten Imusa 20cm tv talent master mod 0374600";UTIS0374600;Inicio;76363.636364;84000;3;0
5831;https://tiendanaranja.com.py/8018/sarten-imusa-ad-20cm-tv-ir-mod-0127100.jpg;"Sarten Imusa ad 20cm tv i+r mod 0127100";UTIS0127100;Inicio;98181.818182;108000;3;0
5832;https://tiendanaranja.com.py/8019/sarten-imusa-ad-20cm-talent-master-mod-0374100.jpg;"Sarten Imusa ad 20cm talent master mod 0374100";UTIS0374100;Inicio;58181.818182;64000;3;0
5833;https://tiendanaranja.com.py/8020/sarten-imusa-ad-24cm-talent-master-mod-0375200.jpg;"Sarten Imusa ad 24cm talent master mod 0375200";UTIO0375200;Inicio;83636.363636;92000;3;0
5834;https://tiendanaranja.com.py/8021/sarten-imusa-ad-24cm-talent-master-mod-0374200.jpg;"Sarten Imusa ad 24cm talent master mod 0374200";UTIS0374200;Inicio;71818.181818;79000;3;0
5835;https://tiendanaranja.com.py/8022/sarten-imusa-ad-24cm-tv-ir-mod-0127300.jpg;"Sarten Imusa ad 24cm tv i+r mod 0127300";UTIS0127300;Inicio;116363.636364;128000;3;0
5836;https://tiendanaranja.com.py/8023/sarten-imusa-ad-30cm-talent-master-mod-0374400.jpg;"Sarten Imusa ad 30cm talent master mod 0374400";UTIS0374400;Inicio;120000.000000;132000;3;0
5838;https://tiendanaranja.com.py/8025/sarten-imusa-ad-30cm-tv-talent-master-mod-0374900.jpg;"Sarten Imusa ad 30cm tv talent master mod 0374900";UTIS0374900;Inicio;130909.090909;144000;3;0
5839;https://tiendanaranja.com.py/8026/sarten-imusa-ad-30cm-tv-ir-mod-0127400.jpg;"Sarten Imusa ad 30cm tv i+r mod  0127400";UTIS0127400;Inicio;147272.727273;162000;3;0
5840;https://tiendanaranja.com.py/8027/secador-de-pelo-remington-d5216-shine-therapy-3-temp-2-veloc-2300w.jpg;"Secador de pelo Remington d5216 shine therapy 3 temp 2 veloc 2300w";EDRSD5216;Inicio;219090.909091;241000;3;0
5884;https://tiendanaranja.com.py/8071/tv-led-tokyo-32-hd-curvo-tokch32uhdc.jpg;"TV LED TOKYO 32 HD CURVO  TOKCH32UHDC";TVTOKCH32UHDC;Inicio;0.000000;0;0;1
12304;https://tiendanaranja.com.py/15754/alisador-de-pelo-remington-s-5505-150-230nc-pro-ceramic-ultra-bivolt.jpg;"Alisador de pelo Remington s-5505 150-230nc pro ceramic ultra bivolt";EDRPS5505;Inicio;186363.636364;205000;3;0
12305;https://tiendanaranja.com.py/15755/anafe-a-induccion-tokyo-mod-monalisa-4horn.jpg;"Anafe a induccion Tokyo mod monalisa 4horn";COTOKMON;Inicio;2381818.181818;2620000;3;0
